Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Development and validation of a risk calculator for prediction of cardiac risk after surgery.,2011,United States,Prateek,unknown,Aryan,male,"['Adult', 'Aged', 'Algorithms', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Models, Cardiovascular', 'Myocardial Infarction', 'Perioperative Period', 'Postoperative Complications', 'ROC Curve', 'Risk Assessment', 'Surgical Procedures, Operative']"
Dispatch codes of out-of-hospital cardiac arrest should be diagnosis related rather than symptom related.,2010,Sweden,Christer,male,Johan,male,"['Aged', 'Cardiopulmonary Bypass', 'Confidence Intervals', 'Emergency Medical Service Communication Systems', 'Emergency Medical Services', 'Emergency Medical Technicians', 'Female', 'Humans', 'Male', 'Middle Aged', 'Odds Ratio', 'Out-of-Hospital Cardiac Arrest', 'Patient Discharge', 'Prospective Studies', 'Statistics, Nonparametric', 'Sweden', 'Time Factors']"
Systematic review of paediatric alert criteria for identifying hospitalised children at risk of critical deterioration.,2010,,Susan,female,Linda,female,"['Child', 'Child, Hospitalized', 'Critical Care', 'Heart Arrest', 'Hospital Mortality', 'Humans', 'Intensive Care Units', 'Monitoring, Physiologic', 'Predictive Value of Tests', 'Prognosis', 'Reproducibility of Results', 'Risk Assessment']"
Reliability of pulse palpation by healthcare personnel to diagnose paediatric cardiac arrest.,2009,Australia,James,male,Philip,male,"['Adolescent', 'Australia', 'Blood Pressure', 'Child', 'Child, Preschool', 'Clinical Competence', 'Heart Arrest', 'Humans', 'Infant', 'Infant, Newborn', 'Nurses', 'Palpation', 'Physicians', 'Pulse', 'Reproducibility of Results', 'Resuscitation', 'Sensitivity and Specificity']"
Association between stress hyperglycemia on admission and unfavorable neurological outcome in OHCA patients receiving ECPR.,2023,Japan,Takuya,male,Shinichi,male,"['Adult', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Extracorporeal Membrane Oxygenation', 'Cardiopulmonary Resuscitation', 'Hyperglycemia', 'Treatment Outcome']"
Prognostication via early computed tomography head in patients treated with targeted temperature management after cardiac arrest.,2019,Greece,Jason,male,Amik,unknown,"['Aged', 'Cohort Studies', 'Early Diagnosis', 'Female', 'Hospital Mortality', 'Humans', 'Hypothermia, Induced', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Prospective Studies', 'Retrospective Studies', 'Tomography, X-Ray Computed', 'Treatment Outcome']"
Diagnostic yield of non-invasive imaging in patients following non-traumatic out-of-hospital sudden cardiac arrest: A systematic review.,2019,United States,Bradley,male,Kelley,mostly_female,"['Humans', 'Magnetic Resonance Imaging', 'Out-of-Hospital Cardiac Arrest', 'Procedures and Techniques Utilization', 'Tomography, X-Ray Computed', 'Ultrasonography']"
A review of the performance of artifact filtering algorithms for cardiopulmonary resuscitation.,2013,China,Yushun,unknown,Yongqin,andy,"['Algorithms', 'Artifacts', 'Cardiopulmonary Resuscitation', 'Electrocardiography', 'Heart Arrest', 'Humans', 'Incidence', 'Reproducibility of Results', 'Risk Assessment', 'Sensitivity and Specificity', 'Signal Processing, Computer-Assisted']"
Comment on the ARCTIC hypothermia protocol and prognostication.,2012,,Bruce,male,Bruce,male,"['Diagnostic Errors', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Male', 'Resuscitation']"
Can post resuscitation electrocardiogram be a 'stand alone' criterion for patient selection for emergency angiography after recovery from out of hospital cardiac arrest?,2012,,Nikolaos,male,Sotirios,male,"['Electrocardiography', 'Female', 'Humans', 'Male', 'Myocardial Infarction', 'Out-of-Hospital Cardiac Arrest']"
Atypical imaging findings in a near-fatal case of posterior reversible encephalopathy syndrome in a child.,2007,United States,Harold,male,James,male,"['Cerebellar Diseases', 'Child', 'Encephalocele', 'Fatal Outcome', 'Heart Arrest', 'Humans', 'Male', 'Radiography', 'Syndrome']"
Case report: unmasked Brugada pattern in a post-arrest patient after ketamine induction for intubation in the emergency department.,2024,Canada,Rod,male,Jacob,male,"['Humans', 'Ketamine', 'Heart Arrest', 'Intubation', 'Emergency Service, Hospital', 'Electrocardiography', 'Intubation, Intratracheal']"
Intracoronary imaging in addition to coronary angiography for patients with out-of-hospital cardiac arrest: More information for better care?,2023,France,Pierre,male,Olivier,male,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Coronary Angiography', 'Coronary Occlusion', 'Prognosis', 'Percutaneous Coronary Intervention', 'Electrocardiography']"
Survival After Coronary Angiography After Cardiac Arrest Without ST-Segment Elevation.,2022,United States,Mohammed,male,Harsh,andy,"['Coronary Angiography', 'Electrocardiography', 'Humans', 'Non-ST Elevated Myocardial Infarction', 'Out-of-Hospital Cardiac Arrest', 'Time Factors']"
Survivors of out-of-hospital cardiac arrest treated with percutaneous coronary intervention: Thrombotic and bleeding events among different oral P2Y(12) inhibitor regimens.,2021,France,Fabien,male,Alain,male,"['Acute Coronary Syndrome', 'Hemorrhage', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Percutaneous Coronary Intervention', 'Platelet Aggregation Inhibitors', 'Prasugrel Hydrochloride', 'Prospective Studies', 'Purinergic P2Y Receptor Antagonists', 'Survivors', 'Thrombosis', 'Ticlopidine', 'Treatment Outcome']"
Outcome of Apparently Unexplained Cardiac Arrest: Results From Investigation and Follow-Up of the Prospective Cardiac Arrest Survivors With Preserved Ejection Fraction Registry.,2016,Canada,Adam,male,Andrew,male,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Canada', 'Defibrillators, Implantable', 'Diagnosis, Differential', 'Electrocardiography', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Stroke Volume', 'Survival Rate', 'Time Factors', 'Young Adult']"
Mayo Registry for Telemetry Efficacy in Arrest (MR TEA) study: An analysis of code status change following cardiopulmonary arrest.,2015,United States,David,male,M,unknown,"['Aged', 'Cardiopulmonary Resuscitation', 'Female', 'Heart Arrest', 'Hospitals', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Survival Rate', 'Telemetry']"
Benefit of an early and systematic imaging procedure after cardiac arrest: insights from the PROCAT (Parisian Region Out of Hospital Cardiac Arrest) registry.,2012,France,Jonathan,male,Alain,male,"['Aged', 'Algorithms', 'Coronary Angiography', 'Decision Trees', 'Early Diagnosis', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Paris', 'Registries', 'Retrospective Studies', 'Tomography, X-Ray Computed']"
The use of an automated external defibrillator in a victim of car accident.,2014,Poland,Bartosz,male,Filip,male,"['Accidents, Traffic', 'Defibrillators', 'Electric Countershock', 'Emergency Medical Services', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Practice Guidelines as Topic']"
Performance goals for dispatcher-assisted cardiopulmonary resuscitation.,2013,United States,Joseph,male,Joseph,male,"['Cardiopulmonary Resuscitation', 'Chest Wall Oscillation', 'Emergency Medical Service Communication Systems', 'Female', 'First Aid', 'Hotlines', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest']"
Coronary angiitis and cardiac arrest in antineutrophil cytoplasmic-antibody associated systemic vasculitis.,2011,,Anoop,unknown,Nicholas,male,"['Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis', 'Antibodies, Antineutrophil Cytoplasmic', 'Bundle-Branch Block', 'C-Reactive Protein', 'Coronary Angiography', 'Coronary Artery Disease', 'Electric Countershock', 'Glomerulonephritis', 'Heart Arrest', 'Humans', 'Immunosuppressive Agents', 'Magnetic Resonance Angiography', 'Male', 'Middle Aged', 'Mycophenolic Acid', 'Prednisone', 'Ventricular Fibrillation']"
Effects of presentation and electrocardiogram on time to treatment of hyperkalemia.,2008,United States,Kalev,male,Elizabeth,female,"['Adult', 'Chi-Square Distribution', 'Cohort Studies', 'Electrocardiography', 'Emergency Service, Hospital', 'Female', 'Heart Arrest', 'Humans', 'Hyperkalemia', 'Male', 'Middle Aged', 'Multivariate Analysis', 'Observer Variation', 'Potassium', 'Process Assessment, Health Care', 'Retrospective Studies', 'Time Factors', 'United States']"
"Medical malpractice: Hospital may be liable for failing to provide stat echocardiogram. Columbia Medical Center of Las Colinas v. Hogue, 51 Tex. Sup. J. 1220 (Tex. 2008).",2008,,John,male,John,male,"['Echocardiography', 'Emergencies', 'Heart Arrest', 'Heart Murmurs', 'Humans', 'Liability, Legal', 'Male', 'Malpractice', 'Risk Management', 'Texas']"
Transmission trials with a support system for the treatment of cardiac arrest outside hospital.,2001,Spain,A,unknown,F,unknown,"['Electrocardiography', 'Emergency Medical Services', 'Heart Arrest', 'Humans', 'Pilot Projects', 'Software', 'Telemedicine']"
Kidney-specific biomarkers for predicting acute kidney injury following cardiac arrest.,2023,Israel,Noa,female,Anne,female,"['Adult', 'Humans', 'Lipocalin-2', 'Creatinine', 'Kidney', 'Biomarkers', 'Acute Kidney Injury', 'Heart Arrest']"
Coronary angiography after cardiac arrest.,2023,Greece,Nikolaos,male,Nikolaos,male,"['Adult', 'Humans', 'Coronary Angiography', 'Percutaneous Coronary Intervention', 'Cardiopulmonary Resuscitation', 'Out-of-Hospital Cardiac Arrest', 'Electrocardiography']"
Steroid treatment as anti-inflammatory and neuroprotective agent following out-of-hospital cardiac arrest: a randomized clinical trial.,2022,Denmark,Laust,unknown,Christian,male,"['Humans', 'Adolescent', 'Out-of-Hospital Cardiac Arrest', 'Neuroprotective Agents', 'Treatment Outcome', 'Anti-Inflammatory Agents', 'Inflammation', 'Methylprednisolone', 'Steroids']"
Evaluation of factors associated with selection for coronary angiography and in-hospital mortality among patients presenting with out-of-hospital cardiac arrest without ST-segment elevation.,2022,Australia,Wayne,male,William,male,"['Male', 'Humans', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Coronary Angiography', 'Percutaneous Coronary Intervention', 'Hospital Mortality', 'Treatment Outcome', 'Cardiopulmonary Resuscitation']"
Continuous versus routine EEG in patients after cardiac arrest: Analysis of a randomized controlled trial (CERTA).,2022,Switzerland,Valentina,female,Andrea,female,"['Adult', 'Coma', 'Electroencephalography', 'Female', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Male', 'Prospective Studies']"
Machine learning for early prediction of in-hospital cardiac arrest in patients with acute coronary syndromes.,2021,China,Ting,andy,Yang,andy,"['Acute Coronary Syndrome', 'Algorithms', 'Heart Arrest', 'Hospitals', 'Humans', 'Machine Learning', 'Retrospective Studies']"
Restoration of the electrocardiogram during mechanical cardiopulmonary resuscitation.,2020,Spain,Iraia,unknown,Leif,male,"['Artifacts', 'Cardiopulmonary Resuscitation', 'Electrocardiography', 'Heart Arrest', 'Humans', 'Ventricular Fibrillation']"
Initially unexplained cardiac arrest in children and adolescents: A national experience from the Canadian Pediatric Heart Rhythm Network.,2020,Canada,Taylor,mostly_male,Shubhayan,unknown,"['Adolescent', 'Canada', 'Child', 'Child, Preschool', 'Defibrillators, Implantable', 'Electrocardiography', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Humans', 'Incidence', 'Infant', 'Male', 'Population Surveillance', 'Prognosis', 'Retrospective Studies', 'Survival Rate', 'Ventricular Fibrillation', 'Young Adult']"
"Early point-of-care focused echocardiographic asystole as a predictive factor for absence of return of spontaneous circulatory in out-of-hospital cardiac arrests: a study protocol for a prospective, multicentre observational study.",2019,France,François,male,Philippe,male,"['Aged', 'Cardiopulmonary Resuscitation', 'Echocardiography', 'Emergency Medical Services', 'Female', 'France', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Point-of-Care Systems', 'Prognosis', 'Prospective Studies', 'Recovery of Function', 'Survival Rate']"
Reflex anoxic seizures (RAS) in an adult patient: a separate entity from epilepsy.,2018,United States,Laith,male,Harpreet,mostly_male,"['Diagnosis, Differential', 'Electrocardiography', 'Heart Arrest', 'Humans', 'Hypoxia', 'Male', 'Middle Aged', 'Seizures', 'Syncope, Vasovagal']"
"Response to Letter Regarding Article, ""Outcome of Apparently Unexplained Cardiac Arrest: Results From Investigation and Follow-Up of the Prospective Cardiac Arrest Survivors With Preserved Ejection Fraction Registry"".",2016,Canada,Adam,male,Andrew,male,"['Defibrillators, Implantable', 'Electrocardiography', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Registries', 'Stroke Volume']"
Hunting for diagnosis of cardiac arrest.,2012,,Marko,male,Peter,male,"['Coronary Angiography', 'Female', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest', 'Registries', 'Tomography, X-Ray Computed']"
"Letter by Lee and Goldman regarding article, ""Development and validation of a risk calculator for prediction of cardiac risk after surgery"".",2012,,Thomas,male,Lee,mostly_male,"['Algorithms', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Models, Cardiovascular', 'Myocardial Infarction', 'Postoperative Complications', 'Surgical Procedures, Operative']"
Rapid cardiac ultrasound of inpatients suffering PEA arrest performed by nonexpert sonographers.,2005,,Daniel,male,Mark,male,"['Adult', 'Aged', 'Allied Health Personnel', 'Cardiac Tamponade', 'Cardiopulmonary Resuscitation', 'Clinical Competence', 'Critical Illness', 'Echocardiography, Doppler', 'Echocardiography, Transesophageal', 'Emergency Medical Services', 'Emergency Service, Hospital', 'Female', 'Heart Arrest', 'Humans', 'Inpatients', 'Life Support Systems', 'Male', 'Middle Aged', 'Pulmonary Embolism', 'Quality of Health Care', 'Risk Assessment', 'United States', 'Ventricular Fibrillation']"
Image of the month. Cardiac arrest due to severe hyperkalemia.,2004,Germany,Wolfram,male,Bernhard,male,"['Adult', 'Dyspnea', 'Electrocardiography', 'Female', 'Heart Arrest', 'Humans', 'Hyperkalemia', 'Kidney Failure, Chronic', 'Nausea']"
Utility of prehospital electrocardiogram characteristics as prognostic markers in out-of-hospital pulseless electrical activity arrests.,2018,Canada,Michael,male,Ian,male,"['Aged', 'Aged, 80 and over', 'Electrocardiography', 'Emergency Medical Services', 'Female', 'Humans', 'Male', 'Middle Aged', 'Multivariate Analysis', 'Ontario', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Retrospective Studies', 'Survival Analysis', 'Takayasu Arteritis']"
Immediate coronary angiography in survivors of out-of-hospital cardiac arrest without obvious extracardiac cause: Who benefits?,2017,France,Z,unknown,B,unknown,"['Aged', 'Angioplasty, Balloon, Coronary', 'Coronary Angiography', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Patient Selection', 'Retrospective Studies', 'Time Factors']"
Emergency Physician-performed Transesophageal Echocardiography in Simulated Cardiac Arrest.,2017,United States,Don,male,David,male,"['Cardiopulmonary Resuscitation', 'Clinical Competence', 'Echocardiography, Transesophageal', 'Education, Medical, Graduate', 'Educational Measurement', 'Emergency Medicine', 'Heart Arrest', 'Humans', 'Internship and Residency', 'Models, Educational']"
Out-of-Hospital Perimortem Cesarean Delivery Performed in a Woman at 32 Weeks of Gestation: A Case Report.,2017,Norway,Harald,male,Hans,male,"['Adult', 'Cesarean Section', 'Fatal Outcome', 'Female', 'Humans', 'Infant, Newborn', 'Infant, Premature', 'Out-of-Hospital Cardiac Arrest', 'Pregnancy', 'Pregnancy Complications, Cardiovascular']"
Successful primary PCI during prolonged continuous cardiopulmonary resuscitation with an automated chest compression device (AutoPulse).,2016,Greece,George,male,Dimitris,male,"['Cardiopulmonary Resuscitation', 'Heart Arrest', 'Heart Massage', 'Humans', 'Male', 'Middle Aged', 'Percutaneous Coronary Intervention', 'Time Factors']"
Early warnings? Please include the ED in your ViEWS.,2011,,Kirsty,female,Kirsty,female,"['Critical Care', 'Early Diagnosis', 'Female', 'Heart Arrest', 'Hospital Records', 'Humans', 'Inpatients', 'Intensive Care Units', 'Male', 'Monitoring, Physiologic']"
ViEWS--Towards a national early warning score for detecting adult inpatient deterioration.,2010,United Kingdom,David,male,Peter,male,"['Aged', 'Critical Care', 'Early Diagnosis', 'Female', 'Follow-Up Studies', 'Health Status Indicators', 'Heart Arrest', 'Hospital Records', 'Humans', 'Inpatients', 'Intensive Care Units', 'Male', 'Monitoring, Physiologic', 'Predictive Value of Tests', 'ROC Curve', 'Retrospective Studies', 'Risk Assessment']"
Coexisting vasospastic angina and undiagnosed Brugada syndrome resulting in cardiac arrest.,2011,,Vincent,male,John,male,"['Angina, Unstable', 'Brugada Syndrome', 'Coronary Vasospasm', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged']"
A least mean-square filter for the estimation of the cardiopulmonary resuscitation artifact based on the frequency of the compressions.,2009,Spain,Unai,male,Jo,andy,"['Algorithms', 'Artifacts', 'Cardiopulmonary Resuscitation', 'Defibrillators', 'Electrocardiography', 'Heart Arrest', 'Humans', 'Models, Cardiovascular', 'Sensitivity and Specificity', 'Signal Processing, Computer-Assisted', 'Ventricular Fibrillation']"
"Identifying Critical Gaps in Bystander Response to Adult Out-of-Hospital Cardiac Arrest in Birmingham, Alabama.",2024,United States,Ryan,mostly_male,Elizabeth,female,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Alabama', 'Cardiopulmonary Resuscitation', 'Time Factors', 'Time-to-Treatment', 'Treatment Outcome', 'Male', 'Emergency Medical Services', 'Quality Indicators, Health Care', 'Middle Aged', 'Female', 'Risk Factors', 'Aged']"
Anesthetic Management of Successful Extracorporeal Resuscitation After Six Hours of Cardiac Arrest Due to Severe Accidental Hypothermia.,2021,Spain,R,unknown,T,unknown,"['Anesthetics', 'Cardiopulmonary Resuscitation', 'Heart Arrest', 'Humans', 'Hypothermia', 'Rewarming']"
Concordance of Brain and Core Temperature in Comatose Patients After Cardiac Arrest.,2016,United States,Patrick,male,Jonathan,male,"['Aged', 'Body Temperature Regulation', 'Brain', 'Coma', 'Female', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Male', 'Middle Aged', 'Monitoring, Physiologic', 'Pennsylvania', 'Predictive Value of Tests', 'Reproducibility of Results', 'Rewarming', 'Thermography', 'Time Factors', 'Treatment Outcome']"
Incidence and Risk Factors for Postcontrast Acute Kidney Injury in Survivors of Sudden Cardiac Arrest.,2016,United States,Bradley,male,Kelley,mostly_female,"['Acute Kidney Injury', 'Aged', 'Biomarkers', 'Contrast Media', 'Coronary Angiography', 'Creatinine', 'Female', 'Heart Arrest', 'Humans', 'Incidence', 'Male', 'Middle Aged', 'Prospective Studies', 'Renal Dialysis', 'Risk Factors', 'Tomography, X-Ray Computed']"
Computed tomography evaluation of the brain and upper cervical spine in patients with traumatic cardiac arrest who achieved return of spontaneous circulation.,2013,,Joji,male,Yuichi,male,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Brain Injuries', 'Cervical Vertebrae', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Predictive Value of Tests', 'Prognosis', 'Retrospective Studies', 'Spinal Injuries', 'Tomography, X-Ray Computed', 'Young Adult']"
Management of reflex anoxic seizures in children.,2013,,Anand,male,Richard,male,"['Cardiac Pacing, Artificial', 'Child', 'Child, Preschool', 'Diagnosis, Differential', 'Heart Arrest', 'Humans', 'Hypoxia', 'Infant', 'Seizures', 'Syncope, Vasovagal']"
The importance of laryngoscopy during cardiac arrest.,2012,,M,unknown,M,unknown,"['Airway Obstruction', 'Cardiopulmonary Resuscitation', 'Diagnosis, Differential', 'Female', 'Foreign Bodies', 'Heart Arrest', 'Humans', 'Laryngoscopy', 'Middle Aged']"
Documenting Rapid Response System afferent limb failure and associated patient outcomes.,2011,Australia,Rebecca,female,Arthas,unknown,"['Aged', 'Documentation', 'Female', 'Heart Arrest', 'Hospital Mortality', 'Hospital Rapid Response Team', 'Humans', 'Intensive Care Units', 'Male', 'Middle Aged', 'Monitoring, Physiologic', 'Resuscitation', 'Retrospective Studies', 'South Australia', 'Treatment Outcome', 'Vital Signs']"
Finding a cause in sudden cardiac arrest survivors: Getting the testing right.,2023,Australia,Chrishan,unknown,Christopher,male,"['Humans', 'Death, Sudden, Cardiac', 'Heart Arrest', 'Heart', 'Genetic Testing', 'Survivors']"
Digoxin toxicity: pediatric survival after asystolic arrest.,2005,United States,Dalit,female,Leslie,mostly_female,"['Child', 'Diagnosis, Differential', 'Digoxin', 'Electrocardiography', 'Emergency Treatment', 'Female', 'Heart Arrest', 'Humans', 'Poisoning']"
Successful resuscitation of a traumatic cardiac arrest victim in hemorrhagic shock with vasopressin: a case report and brief review of the literature.,2004,Austria,Thorsten,male,Karl,male,"['Accidents, Traffic', 'Aged', 'Air Ambulances', 'Diagnosis, Differential', 'Fatal Outcome', 'Heart Arrest', 'Humans', 'Male', 'Multiple Trauma', 'Resuscitation', 'Shock, Hemorrhagic', 'Vasopressins']"
Prognostic Role of Optic Nerve Sheath Diameter for Neurological Outcomes in Post-Cardiac Arrest Patients: A Systematic Review and Meta-Analysis.,2020,China,Yan,male,Ming,andy,"['Heart Arrest', 'Humans', 'Nervous System Diseases', 'Optic Nerve', 'Prognosis', 'ROC Curve', 'Resuscitation', 'Sensitivity and Specificity']"
Surviving cardiac arrest from mitral annular disjunction: A case report.,2019,United States,Sadie,female,Chun,andy,"['Adult', 'Cardiopulmonary Resuscitation', 'Contrast Media', 'Defibrillators, Implantable', 'Electrocardiography', 'Humans', 'Male', 'Mitral Valve Prolapse', 'Out-of-Hospital Cardiac Arrest']"
All human death is brain death: The legacy of the Harvard criteria.,2019,United Kingdom,Alexander,male,Alexander,male,"['Brain Death', 'Cardiopulmonary Resuscitation', 'Consensus', 'Ethics, Medical', 'Heart Arrest', 'Humans']"
Ventricular fibrillation recorded and analysed within an area the size of a mobile phone: could it enable cardiac arrest recognition?,2018,Finland,Sakari,male,Helena,female,"['Aged', 'Cell Phone', 'Defibrillators', 'Electrocardiography', 'Emergency Medical Services', 'Female', 'Humans', 'Japan', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Risk Assessment', 'Sampling Studies', 'Sensitivity and Specificity', 'Severity of Illness Index', 'Statistics, Nonparametric', 'Ventricular Fibrillation']"
Resuscitation outcomes consortium (ROC) studies dig deep into the science of CPR.,2017,,Keith,male,Jeffrey,male,"['Cardiopulmonary Resuscitation', 'Emergency Medical Services', 'Emergency Treatment', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Quality Assurance, Health Care', 'United States']"
Recognising out-of-hospital cardiac arrest during emergency calls increases bystander cardiopulmonary resuscitation and survival.,2017,Denmark,Søren,male,Freddy,male,"['Aged', 'Aged, 80 and over', 'Cardiopulmonary Resuscitation', 'Denmark', 'Emergency Medical Service Communication Systems', 'Emergency Medical Services', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Registries', 'Regression Analysis', 'Time Factors']"
Treatment of monitored out-of-hospital ventricular fibrillation and pulseless ventricular tachycardia utilising the precordial thump.,2013,Australia,Ziad,male,Karen,female,"['Adolescent', 'Adult', 'Aged', 'Electric Countershock', 'Female', 'Heart Massage', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Tachycardia, Ventricular', 'Treatment Outcome', 'Ventricular Fibrillation']"
"Cardiac arrest in a teenager due to anomalous left coronary artery: diagnosis, management and short-term follow-up.",2012,,Dorte,female,Vibeke,female,"['Adolescent', 'Age Factors', 'Coronary Vessel Anomalies', 'Disease Management', 'Heart Arrest', 'Humans', 'Male', 'Time Factors']"
Failure of the afferent limb: a persistent problem in rapid response systems.,2011,,Claudio,male,Fabio,male,"['Documentation', 'Female', 'Heart Arrest', 'Hospital Rapid Response Team', 'Humans', 'Intensive Care Units', 'Male', 'Monitoring, Physiologic', 'Resuscitation', 'Vital Signs']"
Practice patterns for acquiring neuroimaging after pediatric in-hospital cardiac arrest.,2025,United States,Matthew,male,Craig,male,"['Humans', 'Heart Arrest', 'Female', 'Retrospective Studies', 'Male', 'Neuroimaging', 'Infant', 'Child', 'Child, Preschool', 'Magnetic Resonance Imaging', 'Cardiopulmonary Resuscitation', ""Practice Patterns, Physicians'"", 'Tomography, X-Ray Computed', 'Ultrasonography', 'Adolescent']"
"Validation of CASPRI, GO-FAR, PIHCA scores in predicting favorable neurological outcomes after in-hospital cardiac arrest; A five-year three center retrospective study in IRAN.",2024,,Fatemeh,female,Leili,female,"['Humans', 'Retrospective Studies', 'Male', 'Female', 'Iran', 'Middle Aged', 'Aged', 'Heart Arrest', 'Predictive Value of Tests', 'Reproducibility of Results', 'Time Factors', 'Cardiopulmonary Resuscitation', 'Decision Support Techniques', 'Recovery of Function', 'Treatment Outcome', 'Risk Assessment', 'Risk Factors']"
Cardiac Arrest Caused by Anaphylaxis Refractory to Prompt Management.,2022,,Hanna,female,Won,mostly_male,"['Humans', 'Anaphylaxis', 'Heart Arrest', 'Cardiopulmonary Resuscitation', 'Epinephrine', 'Histamine Antagonists']"
Advances in cardiac resuscitation in the emergency department.,2022,United States,Kamal,male,Ivana,female,"['Emergency Service, Hospital', 'Heart Arrest', 'Heart-Assist Devices', 'Humans', 'Resuscitation', 'Shock, Cardiogenic']"
Early coronary angiography in patients after out-of-hospital cardiac arrest without ST-segment elevation: Meta-analysis of randomized controlled trials.,2022,Germany,Anne,female,Steffen,male,"['Coronary Angiography', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Percutaneous Coronary Intervention', 'Randomized Controlled Trials as Topic', 'Time Factors', 'Treatment Outcome']"
Cardiac arrest following arteriovenous fistula manipulation: a cautionary note.,2017,,Miles,male,Bimbi,unknown,"['Aged', 'Arteriovenous Fistula', 'Brachial Artery', 'Cardiopulmonary Resuscitation', 'Diagnosis, Differential', 'Electrocardiography', 'Female', 'Heart Arrest', 'Humans', 'Intraoperative Complications', 'Thrombosis', 'Tomography, X-Ray Computed']"
Pulmonary embolism during delivery--treatment and outcome.,2015,,M,unknown,D,unknown,"['Adult', 'Brain Ischemia', 'Cardiopulmonary Resuscitation', 'Delivery, Obstetric', 'Diabetes, Gestational', 'Diagnosis, Differential', 'Female', 'Heart Arrest', 'Humans', 'Infant, Newborn', 'Obstetric Labor Complications', 'Pregnancy', 'Pulmonary Embolism']"
Manifold ranking based scoring system with its application to cardiac arrest prediction: A retrospective study in emergency department patients.,2015,Singapore,Tianchi,unknown,Nan,mostly_female,"['Algorithms', 'Decision Support Systems, Clinical', 'Diagnosis, Computer-Assisted', 'Electrocardiography', 'Emergency Service, Hospital', 'Female', 'Heart Arrest', 'Humans', 'Machine Learning', 'Male', 'Middle Aged', 'Pattern Recognition, Automated', 'Reproducibility of Results', 'Retrospective Studies', 'Sensitivity and Specificity', 'Vital Signs']"
FAST ultrasound examination as a predictor of outcomes after resuscitative thoracotomy: a prospective evaluation.,2015,United States,Kenji,male,Demetrios,male,"['Adult', 'Aged', 'Aged, 80 and over', 'Cardiopulmonary Resuscitation', 'Cohort Studies', 'Female', 'Heart Arrest', 'Humans', 'Injury Severity Score', 'Male', 'Middle Aged', 'Predictive Value of Tests', 'Prospective Studies', 'Risk Assessment', 'Survival Analysis', 'Thoracotomy', 'Ultrasonography, Doppler', 'Wounds and Injuries']"
Acute myocardial infarction and cardiac arrest in atypical Takayasu aortitis in a young girl: unusual diagnostic role of cardiac magnetic resonance imaging in emergency setting.,2010,Italy,Alberto,male,Edgardo,male,"['Aorta, Thoracic', 'Cardiopulmonary Resuscitation', 'Collateral Circulation', 'Dilatation, Pathologic', 'Electrocardiography', 'Female', 'Heart Arrest', 'Hematoma', 'Humans', 'Hyperplasia', 'Magnetic Resonance Imaging', 'Middle Aged', 'Myocardial Infarction', 'Takayasu Arteritis', 'Tomography, X-Ray Computed']"
