Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Anticonvulsants and the risk of perinatal bleeding complications: A pregnancy cohort study.,2018,United States,Alice,female,Brian,male,"['Adolescent', 'Adult', 'Anticonvulsants', 'Cohort Studies', 'Female', 'Humans', 'Infant, Newborn', 'Medicaid', 'Postpartum Hemorrhage', 'Pregnancy', 'Pregnancy Complications', 'Risk Factors', 'United States', 'Young Adult']"
Extravasating uterine pseudoaneurysm: A rare cause of postpartum haemorrhage.,2017,,Sang,andy,Sang,andy,"['Aneurysm, False', 'Angiography', 'Female', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy', 'Time Factors', 'Tomography, X-Ray Computed', 'Ultrasonography', 'Uterine Artery', 'Uterine Artery Embolization', 'Uterus']"
Obstetric hemorrhage.,2016,United States,Steven,male,Steven,male,"['Algorithms', 'Decision Support Techniques', 'Delivery, Obstetric', 'Female', 'Humans', 'Maternal Mortality', 'New York', 'Patient Care Bundles', 'Patient Safety', 'Postnatal Care', 'Postpartum Hemorrhage', 'Practice Guidelines as Topic', 'Pregnancy', 'Risk Assessment']"
Blood transfusion for caesarean delivery complicated by placenta praevia.,2009,Australia,R,unknown,P,unknown,"['Adult', 'Cesarean Section', 'Cohort Studies', 'Erythrocyte Transfusion', 'Female', 'Gestational Age', 'Hemostatic Techniques', 'Humans', 'Hysterectomy', 'Needs Assessment', 'Placenta Previa', 'Postpartum Hemorrhage', 'Pregnancy', 'Retrospective Studies', 'Risk Factors']"
Development and validation of a nomogram for predicting postpartum hemorrhage in women with preeclampsia: A retrospective case-control study.,2024,China,Yihan,andy,Xizhu,unknown,"['Humans', 'Female', 'Pre-Eclampsia', 'Pregnancy', 'Nomograms', 'Postpartum Hemorrhage', 'Retrospective Studies', 'Adult', 'Case-Control Studies', 'Risk Factors', 'ROC Curve', 'Risk Assessment', 'Logistic Models']"
Primary dysmenorrhea: advances in pathogenesis and management.,2006,United States,M,unknown,M,unknown,"['Anti-Inflammatory Agents, Non-Steroidal', 'Contraceptives, Oral, Combined', 'Decision Trees', 'Dysmenorrhea', 'Female', 'Humans', 'Ibuprofen', 'Ketoprofen', 'Naproxen']"
"Valdecoxib, a cyclooxygenase-2-specific inhibitor, is effective in treating primary dysmenorrhea.",2002,United States,Stephen,male,Kenneth,male,"['Administration, Oral', 'Adolescent', 'Adult', 'Cross-Over Studies', 'Cyclooxygenase Inhibitors', 'Dose-Response Relationship, Drug', 'Double-Blind Method', 'Drug Administration Schedule', 'Dysmenorrhea', 'Female', 'Humans', 'Isoxazoles', 'Naproxen', 'Pain Measurement', 'Probability', 'Reference Values', 'Sulfonamides', 'Treatment Outcome']"
"Efficacy and safety of abhal (Juniperus communis L). on pain intensity, uterine artery doppler flow, and quality of life in primary dysmenorrhea: A double-blind, randomized controlled trial.",2025,India,Taseen,unknown,Khaleequr,unknown,"['Humans', 'Female', 'Double-Blind Method', 'Dysmenorrhea', 'Adult', 'Quality of Life', 'Young Adult', 'Juniperus', 'Adolescent', 'Plant Extracts', 'Uterine Artery', 'Ultrasonography, Doppler', 'Mefenamic Acid', 'Pain Measurement', 'Treatment Outcome', 'Phytotherapy']"
Characteristics of pain empathic networks in healthy and primary dysmenorrhea women: an fMRI study.,2024,China,Chenxi,andy,Jixin,unknown,"['Humans', 'Female', 'Dysmenorrhea', 'Magnetic Resonance Imaging', 'Empathy', 'Young Adult', 'Brain', 'Adult', 'Brain Mapping', 'Pain', 'Nerve Net', 'Neural Pathways', 'Connectome', 'Machine Learning']"
Successful treatment of a rare giant accessory cavitated uterine mass: a case report.,2024,China,Fenglian,andy,Lu,andy,"['Adult', 'Female', 'Humans', 'Dysmenorrhea', 'Magnetic Resonance Imaging', 'Treatment Outcome', 'Uterine Neoplasms', 'Uterus']"
Magnetic Resonance Imaging-Based Classifications for Symptom of Adenomyosis.,2024,China,Ying,andy,Qiuling,andy,"['Humans', 'Female', 'Adenomyosis', 'Magnetic Resonance Imaging', 'Adult', 'Retrospective Studies', 'Dysmenorrhea', 'Severity of Illness Index', 'Menorrhagia', 'Middle Aged']"
A case of didelphys uterus: tackling the double trouble adenomyosis and infertility.,2022,India,Vimee,unknown,Nori,mostly_female,"['Adenomyosis', 'Adult', 'Dysmenorrhea', 'Female', 'Humans', 'Infertility', 'Laparoscopy', 'Pelvic Pain', 'Quality of Life', 'Urogenital Abnormalities', 'Uterus']"
Outcomes in Adenomyosis Treated with Uterine Artery Embolization Are Associated with Lesion Vascularity: A Long-Term Follow-Up Study of 252 Cases.,2016,China,Jing,andy,Chunlin,andy,"['Adenomyosis', 'Adult', 'Angiography, Digital Subtraction', 'Dysmenorrhea', 'Female', 'Follow-Up Studies', 'Humans', 'Menorrhagia', 'Middle Aged', 'Retrospective Studies', 'Treatment Outcome', 'Uterine Artery Embolization', 'Uterus']"
Effect of Clupeonella grimmi (anchovy/kilka) fish oil on dysmenorrhoea.,2010,,A,unknown,S,unknown,"['Chemistry, Pharmaceutical', 'Chi-Square Distribution', 'Cross-Over Studies', 'Dietary Supplements', 'Docosahexaenoic Acids', 'Double-Blind Method', 'Dysmenorrhea', 'Eicosapentaenoic Acid', 'Emulsions', 'Female', 'Humans', 'Iran', 'Pain Measurement', 'Patient Satisfaction', 'Severity of Illness Index', 'Statistics, Nonparametric', 'Treatment Outcome', 'Young Adult']"
Age at menarche and the menstrual pattern of secondary school adolescents in northwest Ethiopia.,2009,Ethiopia,Desalegn,unknown,Abay,male,"['Adolescent', 'Age of Onset', 'Cross-Sectional Studies', 'Developing Countries', 'Dysmenorrhea', 'Ethiopia', 'Female', 'Health Education', 'Humans', 'Menarche', 'Menstrual Cycle', 'Premenstrual Syndrome', 'Prevalence', 'Probability', 'Risk Assessment', 'Schools', 'Severity of Illness Index', 'Socioeconomic Factors', 'Surveys and Questionnaires', 'Urban Population', 'Young Adult']"
How to recognize PCOS: results of a web-based survey at IVF-worldwide.com.,2013,China,Ning,andy,Yulian,male,"['Anti-Mullerian Hormone', 'Data Collection', 'Female', 'Fertilization in Vitro', 'Follicle Stimulating Hormone', 'Humans', 'Internet', 'Luteinizing Hormone', 'Ovary', 'Polycystic Ovary Syndrome', 'Prolactin', 'Retrospective Studies', 'Ultrasonography']"
Focal adenomyosis (intramural endometriotic cyst) in a very young patient - differential diagnosis with uterine fibromatosis.,2016,Romania,L,unknown,F,unknown,"['Adenomyosis', 'Cysts', 'Diagnosis, Differential', 'Endometriosis', 'Female', 'Humans', 'Intraoperative Care', 'Leiomyoma', 'Menorrhagia', 'Ultrasonography, Doppler', 'Uterine Neoplasms', 'Young Adult']"
Review of Endometriosis Diagnosis through Advances in Biomedical Engineering.,2018,Canada,Ruchi,female,Ravi,mostly_male,"['Anti-Inflammatory Agents, Non-Steroidal', 'Biomarkers', 'Biomedical Engineering', 'Cell Proliferation', 'Endometriosis', 'Endometrium', 'Female', 'Gonadotropin-Releasing Hormone', 'Humans', 'Hypothalamus', 'Infertility', 'Laparoscopy', 'Magnetic Resonance Imaging', 'Ovarian Diseases', 'Ovary', 'Pelvic Pain', 'Pituitary Gland', 'Quality of Life', 'Sensitivity and Specificity', 'Ultrasonography', 'Uterine Diseases', 'Uterus']"
Considerations in the Treatment of Depression and Anxiety in Women with PCOS.,2023,United States,Snigdha,unknown,Anuja,female,"['Female', 'Humans', 'Polycystic Ovary Syndrome', 'Depression', 'Prospective Studies', 'Anxiety', 'Life Style']"
The Association of Anti-Mullerian Hormone and Infertility Hormonal Imbalance with Polycystic Ovarian Syndrome Among Iraqi Patients.,2023,,Raghad,female,Sulaiman,male,"['Female', 'Humans', 'Anti-Mullerian Hormone', 'Hormones', 'Infertility', 'Iraq', 'Polycystic Ovary Syndrome']"
Prevalence of Polycystic Ovarian Syndrome in Young and Adolescent Transmasculine Patients Presenting for Gender-Affirming Care.,2024,United States,Sabrina,female,Cecile,female,"['Female', 'Humans', 'Adolescent', 'Polycystic Ovary Syndrome', 'Hyperandrogenism', 'Retrospective Studies', 'Prevalence', 'Gender-Affirming Care']"
Reply of the Authors: Adolescent PCOS: a postpubertal central obesity syndrome.,2023,Australia,Robert,male,Helena,female,"['Female', 'Adolescent', 'Humans', 'Obesity, Abdominal', 'Polycystic Ovary Syndrome', 'Obesity', 'Body Mass Index']"
Young-onset diabetes in women with Polycystic Ovary Syndrome: A territory-wide retrospective analysis in Hong Kong.,2023,Hong Kong,Noel,male,Ronald,male,"['Female', 'Humans', 'Infant, Newborn', 'Polycystic Ovary Syndrome', 'Retrospective Studies', 'Hong Kong', 'Diabetes Mellitus', 'Risk', 'Risk Factors']"
Circulating Anti-Müllerian hormone in a cohort-study of women with severe obesity with and without polycystic ovary syndrome and the effect of a one-year weight loss intervention.,2022,Sweden,Josefin,female,Elisabet,female,"['Female', 'Humans', 'Anti-Mullerian Hormone', 'Obesity, Morbid', 'Polycystic Ovary Syndrome', 'Prospective Studies', 'Testosterone']"
Accelerated osteoarthritis in women with polycystic ovary syndrome: a prospective nationwide registry-based cohort study.,2021,Denmark,Stefan,male,Bo,male,"['Cohort Studies', 'Female', 'Humans', 'Osteoarthritis', 'Polycystic Ovary Syndrome', 'Prospective Studies', 'Registries']"
Period problems: disorders of menstruation in adolescents.,2012,,A,unknown,T,unknown,"['Adolescent', 'Anti-Inflammatory Agents, Non-Steroidal', 'Feeding and Eating Disorders', 'Female', 'Humans', 'Menarche', 'Menstrual Cycle', 'Menstruation Disturbances', 'Polycystic Ovary Syndrome']"
Proteomic biomarkers for the diagnosis and risk stratification of polycystic ovary syndrome: a systematic review.,2009,,W,unknown,R,unknown,"['Biomarkers', 'Female', 'Follicular Fluid', 'Humans', 'Omentum', 'Ovary', 'Polycystic Ovary Syndrome', 'Proteomics', 'T-Lymphocytes']"
Ovarian hyperthecosis on grayscale and color Doppler ultrasound.,2008,France,P,unknown,J-N,unknown,"['Adolescent', 'Adult', 'Aged', 'Body Mass Index', 'Female', 'Humans', 'Menopause', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Retrospective Studies', 'Ultrasonography, Doppler, Color', 'Uterus', 'Young Adult']"
Quality of life and marital sexual satisfaction in women with polycystic ovary syndrome.,2007,Poland,Agnieszka,female,Romana,female,"['Adult', 'Female', 'Health Surveys', 'Humans', 'Marital Status', 'Personal Satisfaction', 'Polycystic Ovary Syndrome', 'Predictive Value of Tests', 'Quality of Life', 'Sexuality', 'Surveys and Questionnaires']"
Polycystic ovary syndrome: a common reproductive and metabolic disorder necessitating early recognition and treatment.,2007,United States,Walter,male,Walter,male,"['Acne Vulgaris', 'Alopecia', 'Coronary Artery Disease', 'Endometrial Neoplasms', 'Female', 'Hirsutism', 'Humans', 'Polycystic Ovary Syndrome', 'Risk Factors', 'Time Factors']"
Current evaluation of amenorrhea.,2004,,,unknown,,unknown,"['Amenorrhea', 'Female', 'Follicle Stimulating Hormone', 'Gynecology', 'Humans', 'Karyotyping', 'Luteinizing Hormone', 'Male', 'Polycystic Ovary Syndrome', 'Quality Assurance, Health Care']"
Association of insulin resistance with polycystic ovary syndrome phenotypes and patients' characteristics: a cross-sectional study in Iran.,2023,,Leili,female,Javad,male,"['Humans', 'Female', 'Adolescent', 'Young Adult', 'Adult', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Insulin Resistance', 'Cross-Sectional Studies', 'Iran', 'Phenotype', 'Insulin']"
Beyond diet and exercise: another option for patients with obesity and polycystic ovary syndrome?,2022,United States,Ali,male,Samantha,female,"['Diet', 'Exercise', 'Female', 'Humans', 'Insulin Resistance', 'Obesity', 'Polycystic Ovary Syndrome']"
Cardiometabolic biomarkers in women with polycystic ovary syndrome.,2022,Netherlands,Kim,mostly_female,Joop,mostly_male,"['Adolescent', 'Biomarkers', 'Cardiovascular Diseases', 'Diabetes Mellitus, Type 2', 'Female', 'Humans', 'Hyperandrogenism', 'Hypertension', 'Insulin Resistance', 'Polycystic Ovary Syndrome']"
Age-related diagnostic threshold of anti-Müllerian hormone for polycystic ovarian syndrome.,2021,India,Vivek,male,Tejas,unknown,"['Adult', 'Anti-Mullerian Hormone', 'Biomarkers', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Retrospective Studies', 'Young Adult']"
Serum β-Klotho concentrations are increased in women with polycystic ovary syndrome.,2020,Poland,Sylwia,female,Agnieszka,female,"['Adolescent', 'Adult', 'Body Mass Index', 'Female', 'Fibroblast Growth Factors', 'Humans', 'Klotho Proteins', 'Membrane Proteins', 'Polycystic Ovary Syndrome', 'Young Adult']"
Evaluation of Ovaries in Patients with Polycystic Ovary Syndrome using Shear Wave Elastography.,2020,,Aysegul,unknown,Nahide,female,"['Adult', 'Body Mass Index', 'Elasticity Imaging Techniques', 'Female', 'Humans', 'Menstruation Disturbances', 'Ovary', 'Polycystic Ovary Syndrome']"
The effect of myoinositol on ovarian blood flows in women with polycystic ovary syndrome.,2019,Cyprus,Ali,male,Bülent,male,"['Adult', 'Ethinyl Estradiol', 'Female', 'Humans', 'Inositol', 'Ovary', 'Polycystic Ovary Syndrome', 'Regional Blood Flow', 'Ultrasonography, Doppler, Color', 'Young Adult']"
Follicular fluid and supernatant from cultured cumulus-granulosa cells improve in vitro maturation in patients with polycystic ovarian syndrome.,2018,Morocco,Aicha,female,Moncef,male,"['Adult', 'Cell Enlargement', 'Cells, Cultured', 'Cumulus Cells', 'Female', 'Follicular Fluid', 'Humans', 'In Vitro Oocyte Maturation Techniques', 'Infertility, Female', 'Polycystic Ovary Syndrome']"
Gaps in knowledge among physicians regarding diagnostic criteria and management of polycystic ovary syndrome.,2017,Australia,Anuja,female,Helena,female,"['Adult', 'Aged', 'Clinical Competence', 'Endocrinologists', 'Female', 'Gynecology', 'Health Knowledge, Attitudes, Practice', 'Health Literacy', 'Health Surveys', 'Humans', 'Male', 'Middle Aged', 'North America', 'Obstetrics', 'Polycystic Ovary Syndrome']"
Differentiation between polycystic ovary syndrome and polycystic ovarian morphology by means of an anti-Müllerian hormone cutoff value.,2017,,Do,andy,Yeon-Ah,unknown,"['Adult', 'Anti-Mullerian Hormone', 'Biomarkers', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Young Adult']"
Genome-wide screen of ovary-specific DNA methylation in polycystic ovary syndrome.,2015,China,Ying-Ying,andy,Wei,andy,"['Adult', 'Case-Control Studies', 'DNA Methylation', 'Female', 'Genome-Wide Association Study', 'Humans', 'Ovary', 'Polycystic Ovary Syndrome', 'Young Adult']"
Frequency of nodular goiter and autoimmune thyroid disease in patients with polycystic ovary syndrome.,2015,,Cevdet,male,Samil,male,"['Adolescent', 'Adult', 'Comorbidity', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Thyroid Nodule', 'Thyroiditis, Autoimmune', 'Turkey', 'Young Adult']"
A 29-year-old woman with complex atypical hyperplasia and polycystic ovary syndrome: a challenging issue.,2014,,D,unknown,M,unknown,"['Adult', 'Endometrial Hyperplasia', 'Female', 'Fertility Preservation', 'Humans', 'Norethindrone', 'Norethindrone Acetate', 'Polycystic Ovary Syndrome']"
Anti-Mullerian hormone serum level as a predictive marker of ovarian function in Taiwanese women.,2012,,Kuan-Chong,unknown,Hsin-Yang,unknown,"['Adult', 'Anti-Mullerian Hormone', 'Biomarkers', 'Female', 'Humans', 'Middle Aged', 'Ovary', 'Polycystic Ovary Syndrome', 'Taiwan']"
Transcatheter Arterial Embolization in the Management of Postpartum Hemorrhage due to Genital Tract Injury after Vaginal Delivery.,2021,,Hyun,andy,Sang,andy,"['Adult', 'Biomarkers', 'Blood Transfusion', 'Delivery, Obstetric', 'Female', 'Hemoglobins', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy', 'Retrospective Studies', 'Time Factors', 'Treatment Outcome', 'Uterine Artery Embolization', 'Vascular System Injuries', 'Young Adult']"
Percutaneous transcatheter angiographic embolization in the management of obstetric hemorrhage.,2003,,Jin,female,Seok,andy,"['Adult', 'Angiography', 'Cohort Studies', 'Embolization, Therapeutic', 'Female', 'Follow-Up Studies', 'Gestational Age', 'Humans', 'Korea', 'Obstetric Labor Complications', 'Parity', 'Postpartum Hemorrhage', 'Pregnancy', 'Radiography, Interventional', 'Retrospective Studies', 'Risk Assessment', 'Treatment Outcome', 'Uterine Hemorrhage']"
Trends in Maternal Mortality From Obstetric Hemorrhage in France: 15 Years of Confidential Enquiry Into Maternal Deaths.,2024,France,Marie-Pierre,female,Catherine,female,"['Humans', 'Female', 'France', 'Pregnancy', 'Maternal Mortality', 'Adult', 'Postpartum Hemorrhage', 'Maternal Death', 'Time Factors', 'Blood Transfusion', 'Cause of Death', 'Incidence', 'Young Adult', 'Risk Factors']"
Improving Postpartum Education About Warning Signs Of Maternal Morbidity and Mortality.,2017,,Patricia,female,Debra,female,"['Adult', 'Checklist', 'Female', 'Humans', 'Maternal Mortality', 'Organizational Innovation', 'Outcome Assessment, Health Care', 'Patient Discharge', 'Patient Discharge Summaries', 'Patient Education as Topic', 'Pilot Projects', 'Postpartum Hemorrhage', 'Postpartum Period', 'Pregnancy', 'Surveys and Questionnaires']"
Aberrant ovarian and uterine feeding from the renal artery at the end of gestation: two cases.,2010,,Jawad,male,Louis,male,"['Adult', 'Female', 'Humans', 'Magnetic Resonance Angiography', 'Ovary', 'Placenta Accreta', 'Postpartum Hemorrhage', 'Pregnancy', 'Radiography', 'Renal Artery', 'Treatment Outcome', 'Uterine Artery Embolization', 'Uterine Inertia', 'Uterus', 'Vascular Malformations']"
Value of the triglyceride-glucose index and non-traditional blood lipid parameters in predicting metabolic syndrome in women with polycystic ovary syndrome.,2023,China,Lijuan,andy,Liuliu,unknown,"['Humans', 'Female', 'Metabolic Syndrome', 'Triglycerides', 'Glucose', 'Polycystic Ovary Syndrome', 'Cholesterol, LDL', 'Cross-Sectional Studies', 'Lipids', 'Insulin Resistance', 'Cholesterol, HDL', 'Lipoproteins', 'Blood Glucose']"
Binge Eating Disorder-The Point Prevalence among Polish Women with Polycystic Ovary Syndrome and Validity of Screening Tool for This Population.,2022,Poland,Katarzyna,female,Andrzej,male,"['Humans', 'Female', 'Polycystic Ovary Syndrome', 'Binge-Eating Disorder', 'Prevalence', 'Poland', 'Bulimia', 'Obesity']"
Evaluation of Serum MiR-184 and MiR-326 Expression in PCOS Subjects: Correlation with PCOS Related Parameters.,2022,,Chunyan,andy,Lijuan,andy,"['Body Mass Index', 'Female', 'Humans', 'Insulin Resistance', 'Luteinizing Hormone', 'MicroRNAs', 'Polycystic Ovary Syndrome']"
Image Analysis of TVCDS in Infertile Patients with Polycystic Ovary Syndrome.,2022,China,Hongju,andy,Qiaohua,unknown,"['Clomiphene', 'Female', 'Humans', 'Infertility', 'Menstruation Disturbances', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Progesterone']"
Diagnosis and Treatment of Polycystic Ovary Syndrome in Adolescent Females.,2020,United States,Ashley,mostly_female,Andrea,female,"['Adolescent', 'Diagnosis, Differential', 'Diagnostic Techniques, Obstetrical and Gynecological', 'Female', 'Humans', 'Patient Preference', 'Patient Selection', 'Polycystic Ovary Syndrome', 'Prognosis', 'Puberty', 'Quality of Life', 'Symptom Assessment']"
Transvaginal ovarian drilling followed by controlled ovarian stimulation from the next day improves ovarian response for the poor responders with polycystic ovary syndrome during IVF treatment: a pilot study.,2020,China,Bufang,unknown,Aijun,andy,"['Adult', 'Female', 'Fertilization in Vitro', 'Humans', 'Infertility, Female', 'Oocyte Retrieval', 'Ovulation Induction', 'Pilot Projects', 'Polycystic Ovary Syndrome', 'Treatment Outcome']"
Early pregnancy is elusive and robust.,2001,,E,unknown,J,unknown,"['Adult', 'Clomiphene', 'Contraception', 'Female', 'Follow-Up Studies', 'Humans', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Pregnancy Complications', 'Preoperative Care', 'Retrospective Studies']"
Effects of different PCOS phenotypes on placental three-dimensional power Doppler indices and placental volume during the first trimester.,2024,,Erdem,male,Emre,male,"['Humans', 'Female', 'Pregnancy', 'Pregnancy Trimester, First', 'Placenta', 'Adult', 'Polycystic Ovary Syndrome', 'Case-Control Studies', 'Prospective Studies', 'Ultrasonography, Doppler', 'Phenotype', 'Ultrasonography, Prenatal', 'Imaging, Three-Dimensional', 'Organ Size', 'Young Adult']"
Cut-off value for anti-Müllerian hormone in the diagnostic criteria for polycystic ovary syndrome in the Japanese population.,2024,Japan,Hiroki,male,Toshiya,male,"['Humans', 'Polycystic Ovary Syndrome', 'Anti-Mullerian Hormone', 'Female', 'Adult', 'Japan', 'Young Adult', 'Ovarian Follicle', 'Reference Values', 'East Asian People']"
Effect of transvaginal Lactobacillus supplementation on reversing lower genital tract dysbiosis and improving perinatal outcomes in PCOS patients after IVF-FET: a study protocol for a multicenter randomized controlled trial.,2023,China,Huixi,unknown,He-Feng,unknown,"['Child', 'Pregnancy', 'Humans', 'Female', 'Polycystic Ovary Syndrome', 'Dysbiosis', 'RNA, Ribosomal, 16S', 'China', 'Fertilization in Vitro', 'Pregnancy Rate', 'Dietary Supplements', 'Randomized Controlled Trials as Topic', 'Multicenter Studies as Topic']"
"Fetal growth, fetal development, and placental features in women with polycystic ovary syndrome: analysis based on fetal and placental magnetic resonance imaging.",2020,China,Qing,andy,Fan,andy,"['Adult', 'Child Development', 'Child, Preschool', 'Female', 'Fetal Development', 'Humans', 'Magnetic Resonance Imaging', 'Placenta', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Pregnancy Complications', 'Retrospective Studies']"
Metabolic syndrome and the risk of cardiovascular complications in young patients with different phenotypes of polycystic ovary syndrome.,2021,Poland,Anna,female,Irina,female,"['Carotid Intima-Media Thickness', 'Female', 'Humans', 'Insulin Resistance', 'Metabolic Syndrome', 'Phenotype', 'Polycystic Ovary Syndrome']"
Being Reproductive.,2018,United States,Kristen,female,Bethany,female,"['Female', 'Humans', 'Polycystic Ovary Syndrome', 'Primary Health Care', 'Puberty', 'Puberty, Delayed', 'Puberty, Precocious', 'Uterine Hemorrhage', ""Women's Health""]"
ACOG Practice Bulletin No. 194: Polycystic Ovary Syndrome.,2018,,,unknown,,unknown,"['Cardiovascular Diseases', 'Diabetes Mellitus, Type 2', 'Disease Management', 'Female', 'Humans', 'Hyperandrogenism', 'Infertility, Female', 'Ovulation', 'Polycystic Ovary Syndrome', 'Risk Factors']"
Prevalence of polycystic ovary morphology in a region of South Italy.,2016,Italy,Francesco,male,Giovanna,female,"['Adolescent', 'Female', 'Humans', 'Italy', 'Ovary', 'Polycystic Ovary Syndrome', 'Prevalence', 'Ultrasonography', 'Young Adult']"
Adolescence and polycystic ovary syndrome: current concepts on diagnosis and treatment.,2015,Brazil,P,unknown,A,unknown,"['Adolescent', 'Androgen Antagonists', 'Contraceptives, Oral', 'Female', 'Hirsutism', 'Hormones', 'Humans', 'Hyperandrogenism', 'Life Style', 'Metformin', 'Obesity', 'Polycystic Ovary Syndrome']"
Measurement of anti-Mullerian hormone: performances of a new ultrasensitive immunoassay.,2015,Belgium,Damien,male,Evgenija,female,"['Anti-Mullerian Hormone', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Humans', 'Limit of Detection', 'Ovarian Reserve', 'Polycystic Ovary Syndrome']"
Pay more attention to ethnic differences in polycystic ovary syndrome phenotypic expression.,2013,,Jie,andy,Jie,andy,"['Adult', 'Female', 'Humans', 'Phenotype', 'Polycystic Ovary Syndrome']"
Three-dimensional power Doppler imaging in the diagnosis of polycystic ovary syndrome.,2009,India,Yedla,unknown,Reva,female,"['Adult', 'Female', 'Humans', 'Imaging, Three-Dimensional', 'Ovary', 'Polycystic Ovary Syndrome', 'Regional Blood Flow', 'Ultrasonography, Doppler', 'Ultrasonography, Doppler, Color', 'Uterus', 'Vascular Resistance', 'Young Adult']"
Polycystic ovary syndrome: the controversy of diagnosis by ultrasound.,2008,Lebanon,Misty,mostly_female,Misty,mostly_female,"['Cell Size', 'Consensus', 'Female', 'Humans', 'Imaging, Three-Dimensional', 'Magnetic Resonance Imaging', 'Ovary', 'Phenotype', 'Polycystic Ovary Syndrome', 'Stromal Cells', 'Ultrasonography']"
Association of clinical androgen excess with radial artery intima media thickness in women with polycystic ovary syndrome.,2015,,S,unknown,C,unknown,"['Adult', 'Androgens', 'Carotid Intima-Media Thickness', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Radial Artery', 'Young Adult']"
"Prevalence, presentation and management of polycystic ovary syndrome in Enugu, south east Nigeria.",2013,Nigeria,G,unknown,S,unknown,"['Female', 'Humans', 'Infertility, Female', 'Nigeria', 'Oligomenorrhea', 'Ovulation Induction', 'Polycystic Ovary Syndrome', 'Prevalence', 'Prospective Studies']"
"Prevalence, trends, and patterns of use of antidiabetic medications among pregnant women, 2001-2007.",2013,United States,Jean,male,T,unknown,"['Adolescent', 'Adult', 'Child', 'Diabetes, Gestational', 'Female', 'Humans', 'Hyperglycemia', 'Hypoglycemic Agents', 'Infant, Newborn', 'Infertility, Female', 'Insulin Resistance', 'Metformin', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Pregnancy Trimester, Second', 'Pregnancy Trimester, Third', 'Prevalence', 'United States', 'Young Adult']"
A hairy situation.,2012,United States,Sarah,female,Rodney,male,"['Adolescent', 'Diagnosis, Differential', 'Diagnostic Imaging', 'Female', 'Hirsutism', 'Humans', 'Ovarian Neoplasms', 'Polycystic Ovary Syndrome']"
Polycystic ovary syndrome: early detection in the adolescent.,2007,United States,R,unknown,Mickey,mostly_male,"['Adolescent', 'Early Diagnosis', 'Female', 'Humans', 'Insulin Resistance', 'Luteinizing Hormone', 'Ovary', 'Polycystic Ovary Syndrome', 'Puberty, Precocious', 'Ultrasonography']"
"Diagnosis, epidemiology, and genetics of the polycystic ovary syndrome.",2006,United States,Mark,male,Ricardo,male,"['Adolescent', 'Adult', 'Europe', 'Female', 'Humans', 'Phenotype', 'Polycystic Ovary Syndrome', 'Prevalence']"
New insights into the relationship of antimüllerian hormone with polycystic ovary syndrome and its diagnostic accuracy: an updated and extended meta-analysis using a marginal beta-binomial model.,2025,,Mostafa,male,Mahin,female,"['Polycystic Ovary Syndrome', 'Humans', 'Female', 'Anti-Mullerian Hormone', 'Sensitivity and Specificity', 'Models, Statistical', 'ROC Curve']"
Individualized lifestyle intervention in PCOS women (IPOS): a study protocol for a multicentric randomized controlled trial for evaluating the effectiveness of an individualized lifestyle intervention in PCOS women who wish to conceive.,2023,India,Neena,female,Mohan,male,"['Pregnancy', 'Female', 'Humans', 'Young Adult', 'Adult', 'Obesity', 'Quality of Life', 'Infertility, Female', 'Polycystic Ovary Syndrome', 'Life Style', 'Randomized Controlled Trials as Topic']"
AMH as part of the diagnostic PCOS workup in large epidemiological studies.,2023,Finland,Terhi,female,Meri-Maija,unknown,"['Female', 'Humans', 'Polycystic Ovary Syndrome', 'Hyperandrogenism', 'Anti-Mullerian Hormone', 'Retrospective Studies', 'Amenorrhea', 'Cohort Studies', 'Luteinizing Hormone']"
Correlation between biochemical and clinical hyperandrogenism parameter in polycystic ovary syndrome in relation to age.,2023,China,Zaixin,andy,Qi,andy,"['Female', 'Humans', 'Aged', 'Polycystic Ovary Syndrome', 'Androgens', 'Prospective Studies', 'Hyperandrogenism', 'Testosterone', 'Acne Vulgaris', 'Dehydroepiandrosterone']"
"Polycystic ovary syndrome, amenorrhea and the diagnostic role of anti-Müllerian hormone.",2020,Italy,Martina,female,Antonio,male,"['Amenorrhea', 'Anti-Mullerian Hormone', 'Diagnosis, Differential', 'Female', 'Humans', 'Polycystic Ovary Syndrome']"
